CMS Certification Number (CCN),Provider Name,Address Line 1,Address Line 2,City/Town,State,ZIP Code,County/Parish,Telephone Number,CMS Region,Measure Code,Score,Footnote,Start Date,End Date,Measure Date Range
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_007_01_SIR,0.181,-,4/1/2023,3/31/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_011_05_ADJ_CHG_MOBL_SCORE,5.1,-,7/1/2022,6/30/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_011_05_DENOMINATOR,39,-,7/1/2022,6/30/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_011_05_OBS_CHG_MOBL_SCORE,7.1,-,7/1/2022,6/30/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_012_01_DENOMINATOR,275,-,7/1/2023,6/30/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_012_01_NUMERATOR,1,-,7/1/2023,6/30/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_012_01_OBS_RATE,0.4,-,7/1/2023,6/30/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_014_01_CI_LOWER,0.176,-,4/1/2023,3/31/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_014_01_CI_UPPER,1.335,-,4/1/2023,3/31/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_014_01_COMP_PERF,No Different than the National Benchmark,-,4/1/2023,3/31/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_014_01_DOPC_DAYS,"9,115",-,4/1/2023,3/31/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_014_01_ELIGCASES,7.227,-,4/1/2023,3/31/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_014_01_NUMERATOR,4,-,4/1/2023,3/31/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_014_01_SIR,0.553,-,4/1/2023,3/31/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_015_01_DENOMINATOR,230,-,10/1/2023,3/31/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_015_01_NUMERATOR,61,-,10/1/2023,3/31/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_015_01_OBS_RATE,26.5,-,10/1/2023,3/31/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_017_01_PPR_PD_COMP_PERF,No Different than the National Rate,-,10/1/2021,9/30/2023,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_017_01_PPR_PD_OBS_RATE,16.67,-,10/1/2021,9/30/2023,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_017_01_PPR_PD_OBS_READM,20,-,10/1/2021,9/30/2023,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_017_01_PPR_PD_RSRR,19.21,-,10/1/2021,9/30/2023,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_017_01_PPR_PD_RSRR_2_5,15.42,-,10/1/2021,9/30/2023,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_017_01_PPR_PD_RSRR_97_5,24.31,-,10/1/2021,9/30/2023,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_017_01_PPR_PD_VOLUME,120,-,10/1/2021,9/30/2023,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_018_02_DTC_COMP_PERF,No Different than the National Rate,-,10/1/2021,9/30/2023,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_018_02_DTC_NUMBER,22,-,10/1/2021,9/30/2023,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_018_02_DTC_OBS_RATE,16.92,-,10/1/2021,9/30/2023,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_018_02_DTC_RS_RATE,16.59,-,10/1/2021,9/30/2023,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_018_02_DTC_RS_RATE_2_5,12,-,10/1/2021,9/30/2023,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_018_02_DTC_RS_RATE_97_5,22.55,-,10/1/2021,9/30/2023,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_018_02_DTC_VOLUME,130,-,10/1/2021,9/30/2023,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_019_01_MSPB_NUMB,106,-,10/1/2021,9/30/2023,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_019_01_MSPB_SCORE,0.94,-,10/1/2021,9/30/2023,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_021_01_ADJ_RATE,5.6,-,7/1/2023,6/30/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_021_01_DENOMINATOR,214,-,7/1/2023,6/30/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_021_01_NUMERATOR,11,-,7/1/2023,6/30/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_021_01_OBS_RATE,5.1,-,7/1/2023,6/30/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_020_01_DENOMINATOR,275,-,7/1/2023,6/30/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_020_01_NUMERATOR,271,-,7/1/2023,6/30/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_020_01_OBS_RATE,98.5,-,7/1/2023,6/30/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_022_02_DENOMINATOR_C1,61,-,7/1/2023,6/30/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_022_02_NUMERATOR_C1,61,-,7/1/2023,6/30/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_022_02_OBS_RATE_C1,100,-,7/1/2023,6/30/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_022_02_DENOMINATOR_C2,61,-,7/1/2023,6/30/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_022_02_NUMERATOR_C2,61,-,7/1/2023,6/30/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_022_02_OBS_RATE_C2,100,-,7/1/2023,6/30/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_023_02_ADJ_RATE,49.3,-,7/1/2023,6/30/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_023_02_DENOMINATOR,61,-,7/1/2023,6/30/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_023_02_NUMERATOR,22,-,7/1/2023,6/30/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_023_02_OBS_RATE,36.1,-,7/1/2023,6/30/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_024_02_DENOMINATOR,222,-,4/1/2024,6/30/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_024_02_NUMERATOR,4,-,4/1/2024,6/30/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_024_02_OBS_RATE,1.8,-,4/1/2024,6/30/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_025_01_DENOMINATOR,133,-,7/1/2023,6/30/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_025_01_NUMERATOR,133,-,7/1/2023,6/30/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_025_01_OBS_RATE,100,-,7/1/2023,6/30/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_026_02_DENOMINATOR,81,-,7/1/2023,6/30/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_026_02_NUMERATOR,80,-,7/1/2023,6/30/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_026_02_OBS_RATE,98.8,-,7/1/2023,6/30/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_027_01_DENOMINATOR,135,-,7/1/2023,6/30/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_027_01_NUMERATOR,68,-,7/1/2023,6/30/2024,-
112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(573) 331-8420,4,L_027_01_OBS_RATE,50.37,-,7/1/2023,6/30/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_006_01_CI_LOWER,Not Available,2,4/1/2023,3/31/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_006_01_CI_UPPER,Not Available,2,4/1/2023,3/31/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_006_01_COMP_PERF,Not Available,2,4/1/2023,3/31/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_006_01_DOPC_DAYS,0,2,4/1/2023,3/31/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_006_01_ELIGCASES,Not Available,2,4/1/2023,3/31/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_006_01_NUMERATOR,Not Available,2,4/1/2023,3/31/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_006_01_SIR,Not Available,2,4/1/2023,3/31/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_007_01_CI_LOWER,Not Available,2,4/1/2023,3/31/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_007_01_CI_UPPER,Not Available,2,4/1/2023,3/31/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_007_01_COMP_PERF,Not Available,2,4/1/2023,3/31/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_007_01_DOPC_DAYS,0,2,4/1/2023,3/31/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_007_01_ELIGCASES,Not Available,2,4/1/2023,3/31/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_007_01_NUMERATOR,Not Available,2,4/1/2023,3/31/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_007_01_SIR,Not Available,2,4/1/2023,3/31/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_011_05_ADJ_CHG_MOBL_SCORE,Not Available,2,7/1/2022,6/30/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_011_05_DENOMINATOR,0,2,7/1/2022,6/30/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_011_05_OBS_CHG_MOBL_SCORE,Not Available,2,7/1/2022,6/30/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_012_01_DENOMINATOR,2,-,7/1/2023,6/30/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_012_01_NUMERATOR,Not Available,1,7/1/2023,6/30/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_012_01_OBS_RATE,Not Available,1,7/1/2023,6/30/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_014_01_CI_LOWER,Not Available,"6,7",4/1/2023,3/31/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_014_01_CI_UPPER,Not Available,"6,7",4/1/2023,3/31/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_014_01_COMP_PERF,Not Available,"6,7",4/1/2023,3/31/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_014_01_DOPC_DAYS,23,-,4/1/2023,3/31/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_014_01_ELIGCASES,0.019,-,4/1/2023,3/31/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_014_01_NUMERATOR,0,-,4/1/2023,3/31/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_014_01_SIR,Not Available,"6,7",4/1/2023,3/31/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_015_01_DENOMINATOR,181,-,10/1/2023,3/31/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_015_01_NUMERATOR,158,-,10/1/2023,3/31/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_015_01_OBS_RATE,87.3,-,10/1/2023,3/31/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_017_01_PPR_PD_COMP_PERF,Not Available,5,10/1/2021,9/30/2023,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_017_01_PPR_PD_OBS_RATE,Not Available,5,10/1/2021,9/30/2023,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_017_01_PPR_PD_OBS_READM,Not Available,5,10/1/2021,9/30/2023,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_017_01_PPR_PD_RSRR,Not Available,5,10/1/2021,9/30/2023,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_017_01_PPR_PD_RSRR_2_5,Not Available,5,10/1/2021,9/30/2023,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_017_01_PPR_PD_RSRR_97_5,Not Available,5,10/1/2021,9/30/2023,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_017_01_PPR_PD_VOLUME,Not Available,5,10/1/2021,9/30/2023,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_018_02_DTC_COMP_PERF,Not Available,5,10/1/2021,9/30/2023,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_018_02_DTC_NUMBER,Not Available,5,10/1/2021,9/30/2023,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_018_02_DTC_OBS_RATE,Not Available,5,10/1/2021,9/30/2023,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_018_02_DTC_RS_RATE,Not Available,5,10/1/2021,9/30/2023,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_018_02_DTC_RS_RATE_2_5,Not Available,5,10/1/2021,9/30/2023,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_018_02_DTC_RS_RATE_97_5,Not Available,5,10/1/2021,9/30/2023,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_018_02_DTC_VOLUME,Not Available,5,10/1/2021,9/30/2023,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_019_01_MSPB_NUMB,Not Available,5,10/1/2021,9/30/2023,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_019_01_MSPB_SCORE,Not Available,5,10/1/2021,9/30/2023,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_021_01_ADJ_RATE,Not Available,1,7/1/2023,6/30/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_021_01_DENOMINATOR,2,-,7/1/2023,6/30/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_021_01_NUMERATOR,Not Available,1,7/1/2023,6/30/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_021_01_OBS_RATE,Not Available,1,7/1/2023,6/30/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_020_01_DENOMINATOR,2,-,7/1/2023,6/30/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_020_01_NUMERATOR,Not Available,1,7/1/2023,6/30/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_020_01_OBS_RATE,Not Available,1,7/1/2023,6/30/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_022_02_DENOMINATOR_C1,0,2,7/1/2023,6/30/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_022_02_NUMERATOR_C1,Not Available,2,7/1/2023,6/30/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_022_02_OBS_RATE_C1,Not Available,2,7/1/2023,6/30/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_022_02_DENOMINATOR_C2,0,2,7/1/2023,6/30/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_022_02_NUMERATOR_C2,Not Available,2,7/1/2023,6/30/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_022_02_OBS_RATE_C2,Not Available,2,7/1/2023,6/30/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_023_02_ADJ_RATE,Not Available,2,7/1/2023,6/30/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_023_02_DENOMINATOR,0,2,7/1/2023,6/30/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_023_02_NUMERATOR,Not Available,2,7/1/2023,6/30/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_023_02_OBS_RATE,Not Available,2,7/1/2023,6/30/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_024_02_DENOMINATOR,184,-,4/1/2024,6/30/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_024_02_NUMERATOR,71,-,4/1/2024,6/30/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_024_02_OBS_RATE,38.6,-,4/1/2024,6/30/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_025_01_DENOMINATOR,1,-,7/1/2023,6/30/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_025_01_NUMERATOR,Not Available,1,7/1/2023,6/30/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_025_01_OBS_RATE,Not Available,1,7/1/2023,6/30/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_026_02_DENOMINATOR,1,-,7/1/2023,6/30/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_026_02_NUMERATOR,Not Available,1,7/1/2023,6/30/2024,-
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,-,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,L_026_02_OBS_RATE,Not Available,1,7/1/2023,6/30/2024,-
